Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Fuel_Efficiency_km_per_liter,Delay_Probability,Actual_Delay,Risk_Level,Recommended_Action
67.01,39.86,24.03,29.99,35.32,31.26,Clear,High,13,6,88.22,2.7885975863503956,0.5284164206438274,1,HIGH,Increase trip monitoring
112.97,33.37,28.39,35.22,40.64,40.0,Heavy_Rain,Low,6,9,72.48,3.9792180345191968,0.7177808648112751,1,CRITICAL,Critical monitoring - Heavy rain risk
142.6,35.18,33.19,39.28,47.15,23.55,Rain,Medium,14,2,74.56,4.296474841819825,0.5248032438385445,1,HIGH,Increase trip monitoring
129.5,29.06,30.95,29.99,41.98,18.93,Rain,Medium,5,5,74.24,4.184168012924071,0.7843511966016499,1,CRITICAL,Critical monitoring - Low vehicle speed
128.98,22.54,24.63,50.3,41.74,28.41,Clear,Low,3,4,75.23,5.236703207470564,0.29783554553613234,0,LOW,Normal operation
66.89,21.87,16.08,47.26,37.11,22.29,Clear,High,17,1,95.38,4.159825870646767,0.2821663292234209,0,LOW,Normal operation
147.4,25.21,26.83,46.89,41.66,20.46,Clear,Medium,2,4,71.66,5.493850167722699,0.3817413701560952,1,MEDIUM,Monitor trip
64.3,26.61,13.69,41.52,41.34,18.74,Rain,Medium,16,0,76.62,4.696859021183346,0.31613773977071696,0,MEDIUM,Monitor trip
123.72,39.6,30.3,46.46,26.01,25.1,Clear,Medium,17,0,92.78,4.083168316831683,0.29443739696763294,0,LOW,Normal operation
51.32,22.95,11.6,53.34,39.71,21.5,Cloudy,Low,7,3,84.86,4.424137931034483,0.1798949317579814,0,LOW,Normal operation
87.19,35.79,19.14,41.68,47.71,24.82,Cloudy,Low,8,2,83.4,4.5553814002089865,0.24503435958391176,0,LOW,Normal operation
35.33,25.36,11.9,37.53,32.88,28.85,Clear,High,9,2,80.32,2.9689075630252098,0.28817848201345403,1,LOW,Normal operation
52.16,21.19,19.51,55.39,38.11,30.65,Cloudy,Low,17,4,75.48,2.673500768836494,0.15222265442336344,0,LOW,Normal operation
113.02,30.64,18.72,70.0,35.94,35.17,Clear,Low,7,1,77.23,6.037393162393163,0.22544791911918402,0,LOW,Normal operation
34.5,36.88,12.98,46.5,26.54,23.78,Cloudy,Low,11,3,79.15,2.657935285053929,0.16642175271207996,0,LOW,Normal operation
70.91,37.87,20.01,31.11,26.84,33.01,Cloudy,High,10,2,71.53,3.5437281359320334,0.46492393669433796,1,MEDIUM,Monitor trip
137.1,35.47,28.13,49.68,35.5,17.82,Clear,Low,19,4,76.66,4.873800213295414,0.23332254653068848,0,LOW,Normal operation
31.09,29.26,13.14,41.62,17.19,15.08,Rain,Low,16,1,84.02,2.3660578386605784,0.2109701829116997,0,LOW,Normal operation
110.16,36.6,27.55,57.53,53.79,30.06,Clear,Low,12,5,76.24,3.9985480943738656,0.7245732383126131,0,CRITICAL,Critical monitoring - Excessive loading time
30.86,17.27,10.98,40.99,57.8,19.81,Clear,Low,10,2,86.7,2.8105646630236794,0.3290044754973904,0,MEDIUM,Monitor trip
92.26,20.11,19.77,51.73,25.33,32.43,Cloudy,Low,9,1,75.87,4.666666666666667,0.17828132144413222,0,LOW,Normal operation
103.68,15.46,18.71,35.19,27.73,26.67,Clear,High,11,2,89.41,5.541421699625869,0.42924305380592165,1,MEDIUM,Monitor trip
136.42,15.82,26.4,46.08,18.26,29.41,Clear,Medium,1,2,76.61,5.167424242424242,0.36378642906223135,1,MEDIUM,Monitor trip
130.59,23.02,29.68,42.05,36.61,32.94,Rain,Low,8,0,84.85,4.399932614555256,0.30063672114901735,1,MEDIUM,Monitor trip
72.37,16.89,15.38,51.35,41.37,18.16,Clear,Low,12,6,76.89,4.705461638491547,0.2680527747457029,0,LOW,Normal operation
146.94,29.67,31.63,62.16,42.25,17.51,Clear,Low,14,4,79.05,4.645589630098009,0.20862865937632244,0,LOW,Normal operation
93.38,25.13,17.87,62.77,37.66,19.68,Cloudy,Low,20,5,88.38,5.225517627308338,0.2823501531623262,0,LOW,Normal operation
99.91,23.85,21.38,49.61,35.79,20.0,Cloudy,Medium,14,2,84.07,4.673058933582788,0.22562714993222868,0,LOW,Normal operation
142.09,16.34,24.05,61.93,42.12,24.38,Clear,Low,19,4,72.78,5.908108108108108,0.2126771152144748,0,LOW,Normal operation
95.31,22.48,22.16,62.24,33.11,23.8,Clear,Low,5,2,74.04,4.300992779783393,0.1070455564608375,0,LOW,Normal operation
93.05,32.19,22.35,42.81,51.87,23.75,Clear,High,6,8,82.72,4.16331096196868,0.4434340597726155,0,MEDIUM,Monitor trip
94.06,18.61,24.99,30.92,40.0,24.34,Clear,High,8,1,89.82,3.7639055622248905,0.3706186630071268,0,MEDIUM,Monitor trip
93.54,25.31,23.04,20.0,45.25,25.74,Heavy_Rain,High,5,8,96.25,4.059895833333334,0.6928975281883997,1,HIGH,Increase trip monitoring
82.31,31.5,21.24,40.55,37.64,18.39,Rain,Low,14,1,64.28,3.875235404896422,0.2402350175377132,0,LOW,Normal operation
90.46,17.34,17.52,51.01,15.2,28.78,Rain,Low,1,4,75.92,5.16324200913242,0.26640822925251506,0,LOW,Normal operation
119.24,30.78,27.77,64.81,41.56,23.68,Clear,Low,10,1,87.14,4.2938422758372345,0.21540182746752093,0,LOW,Normal operation
121.5,18.89,22.59,51.6,18.0,28.31,Clear,Low,16,5,67.5,5.378486055776892,0.44477935061326973,0,MEDIUM,Monitor trip
69.02,38.49,18.88,58.35,57.56,33.56,Cloudy,Low,5,9,86.81,3.655720338983051,0.6983172396079897,0,HIGH,Increase trip monitoring
115.01,27.29,25.7,42.03,43.69,26.45,Heavy_Rain,Low,3,3,93.5,4.4750972762645915,0.5177171639188222,1,HIGH,Increase trip monitoring
123.47,35.69,27.48,50.45,25.58,24.04,Clear,Medium,7,5,84.35,4.493085880640466,0.38975711975268806,0,MEDIUM,Monitor trip
86.32,35.46,25.28,21.5,27.31,29.41,Heavy_Rain,High,2,2,79.22,3.414556962025316,0.6667689900883211,1,HIGH,Increase trip monitoring
32.8,35.04,13.14,29.0,42.13,22.31,Rain,High,3,6,65.71,2.496194824961948,0.7364237320921625,1,CRITICAL,Critical monitoring - High traffic
36.94,19.49,11.49,66.16,40.47,27.07,Clear,Low,15,3,74.02,3.2149695387293296,0.12692367460679424,0,LOW,Normal operation
128.5,36.12,29.01,38.57,23.35,21.69,Clear,Medium,15,2,73.77,4.429507066528783,0.3526257622057098,0,MEDIUM,Monitor trip
124.01,19.59,23.2,47.26,29.3,27.98,Clear,Medium,14,3,91.55,5.3452586206896555,0.2882633743429015,0,LOW,Normal operation
110.89,32.28,26.08,37.51,26.97,24.97,Clear,High,15,2,78.9,4.251917177914111,0.43136468700038616,0,MEDIUM,Monitor trip
57.32,38.66,22.35,36.54,39.63,20.09,Heavy_Rain,Medium,12,3,82.3,2.5646532438478746,0.4187625324281549,1,MEDIUM,Monitor trip
125.02,21.4,21.98,45.97,36.27,15.79,Rain,Low,20,2,67.59,5.687898089171974,0.29559785804581107,0,LOW,Normal operation
145.49,30.17,30.61,28.02,38.95,26.5,Cloudy,High,14,0,85.0,4.753021888271807,0.6324677618062391,1,HIGH,Increase trip monitoring
72.07,32.91,17.18,49.25,27.52,22.19,Clear,Medium,12,2,78.93,4.19499417927823,0.2302781817500465,0,LOW,Normal operation
21.58,26.11,8.93,49.5,35.28,27.31,Heavy_Rain,Low,2,4,76.79,2.4165733482642775,0.31355489635985206,0,MEDIUM,Monitor trip
44.61,27.51,12.99,20.0,42.5,31.54,Rain,High,19,3,86.62,3.4341801385681294,0.5078983446381087,0,HIGH,Increase trip monitoring
31.54,18.04,7.08,49.25,40.64,23.31,Clear,High,19,3,91.8,4.454802259887005,0.27740958089940604,0,LOW,Normal operation
76.2,21.34,16.59,41.75,49.67,22.64,Clear,High,16,2,78.88,4.593128390596745,0.3396988093138867,0,MEDIUM,Monitor trip
35.37,39.17,17.11,47.63,40.66,23.97,Cloudy,Medium,3,5,79.53,2.0672121566335475,0.29703087063700434,0,LOW,Normal operation
70.08,38.06,18.38,32.18,30.97,27.3,Clear,High,5,2,85.16,3.8128400435255716,0.43069999979781276,0,MEDIUM,Monitor trip
137.19,33.44,30.61,59.46,35.59,24.78,Clear,Low,3,3,57.49,4.481868670369161,0.20680639222242234,0,LOW,Normal operation
37.55,19.11,9.88,59.39,31.29,26.71,Clear,Low,3,7,82.17,3.800607287449392,0.15485786096995038,0,LOW,Normal operation
92.18,17.76,22.04,35.31,46.44,21.76,Rain,Medium,1,5,59.06,4.1823956442831225,0.6434289631513892,1,HIGH,Increase trip monitoring
124.11,38.14,24.43,63.35,40.74,20.72,Clear,Low,9,3,78.34,5.080229226361031,0.22831894576418316,1,LOW,Normal operation
70.44,19.15,18.93,21.04,29.6,25.37,Rain,Medium,12,3,94.69,3.72107765451664,0.44448087378157825,0,MEDIUM,Monitor trip
58.62,17.67,11.24,42.47,43.77,14.63,Clear,High,19,2,87.76,5.215302491103203,0.23159906580270537,0,LOW,Normal operation
122.74,19.71,30.11,28.73,40.41,27.6,Heavy_Rain,Low,6,3,100.0,4.076386582530721,0.6151123960026497,1,HIGH,Increase trip monitoring
118.49,29.79,24.46,56.37,25.81,27.56,Cloudy,Low,5,3,77.62,4.844235486508585,0.24705111096925567,0,LOW,Normal operation
42.72,33.96,13.26,56.1,32.59,26.56,Clear,Low,14,2,77.45,3.2217194570135748,0.11543379582808483,0,LOW,Normal operation
94.19,25.99,17.27,55.3,38.48,22.9,Clear,Low,12,6,83.56,5.453966415749855,0.21887607587646515,0,LOW,Normal operation
69.36,34.59,20.75,39.87,33.46,20.13,Clear,High,5,5,92.0,3.3426506024096385,0.30946346113594925,0,MEDIUM,Monitor trip
79.27,26.87,21.68,27.31,42.53,21.96,Cloudy,High,7,7,76.73,3.6563653136531364,0.5765976818264164,0,HIGH,Increase trip monitoring
142.91,16.65,32.25,23.9,35.87,29.8,Heavy_Rain,High,16,1,92.27,4.431317829457364,0.6999451537380388,1,HIGH,Increase trip monitoring
82.62,39.27,20.72,52.05,15.0,24.92,Clear,Low,19,3,74.56,3.987451737451738,0.13292006792397407,0,LOW,Normal operation
65.06,26.66,17.58,51.21,32.82,25.71,Clear,Low,14,6,83.01,3.7007963594994315,0.20829964577616933,0,LOW,Normal operation
34.8,18.5,13.0,43.85,30.35,23.62,Cloudy,High,5,2,71.12,2.6769230769230767,0.35670059470768706,0,MEDIUM,Monitor trip
83.93,15.56,20.8,31.51,60.0,22.34,Clear,High,18,5,78.56,4.035096153846154,0.7477845583342684,0,CRITICAL,Critical monitoring - High traffic
47.45,29.08,17.77,34.16,36.18,25.24,Rain,Medium,15,4,94.5,2.6702307259426,0.40479018270360184,1,MEDIUM,Monitor trip
28.75,15.8,9.9,51.3,38.1,25.22,Clear,Medium,8,2,84.34,2.904040404040404,0.21299114555115783,0,LOW,Normal operation
20.13,27.33,7.82,48.02,19.6,24.06,Rain,Low,13,2,77.46,2.574168797953964,0.18850209524908132,1,LOW,Normal operation
109.64,31.87,28.21,31.62,27.17,29.84,Heavy_Rain,Low,2,4,91.78,3.8865650478553704,0.7871215512176094,1,CRITICAL,Critical monitoring - Heavy rain risk
127.96,27.75,26.61,47.47,40.12,26.47,Clear,Medium,3,2,81.95,4.8087185268695976,0.3770411451440361,0,MEDIUM,Monitor trip
94.18,16.84,19.88,29.05,37.28,29.3,Rain,Medium,14,3,75.58,4.737424547283703,0.4363627608697802,1,MEDIUM,Monitor trip
114.26,36.45,24.17,56.67,36.92,23.51,Clear,Medium,16,4,96.49,4.727347952006619,0.2812898981480387,0,LOW,Normal operation
79.58,21.57,22.25,25.17,33.17,19.86,Heavy_Rain,Medium,8,2,73.05,3.576629213483146,0.6415939482405979,0,HIGH,Increase trip monitoring
26.83,35.73,12.29,40.88,48.93,29.98,Clear,High,5,3,84.92,2.1830756712774613,0.401739955694404,1,MEDIUM,Monitor trip
92.4,22.87,18.43,48.51,43.86,28.49,Cloudy,Medium,3,3,91.24,5.013564839934889,0.2797664776844807,0,LOW,Normal operation
119.38,33.31,29.39,34.52,15.0,15.32,Rain,High,4,2,81.64,4.061925825110581,0.6279008824068645,1,HIGH,Increase trip monitoring
128.97,32.27,27.39,65.78,38.75,23.63,Clear,Low,5,2,84.84,4.708652792990142,0.18623963381022896,1,LOW,Normal operation
53.41,34.64,15.06,52.89,29.2,20.19,Clear,Low,16,2,86.85,3.5464807436918986,0.12031540811104746,0,LOW,Normal operation
34.21,16.62,8.69,56.75,26.17,31.95,Clear,Medium,1,0,87.98,3.9367088607594938,0.17980144618158764,1,LOW,Normal operation
59.49,24.83,12.94,49.13,44.72,24.96,Rain,Low,13,5,73.08,4.597372488408038,0.5247084875874121,1,HIGH,Increase trip monitoring
49.43,25.28,12.83,39.04,48.32,10.0,Rain,Low,14,3,86.58,3.8526890101325018,0.3071198944957726,1,MEDIUM,Monitor trip
126.26,34.92,25.22,63.31,54.73,31.76,Clear,Medium,17,4,88.49,5.006344171292626,0.41935607745407527,0,MEDIUM,Monitor trip
111.8,34.57,24.42,37.07,40.69,25.28,Clear,Medium,5,4,75.45,4.578214578214578,0.36735601137252316,0,MEDIUM,Monitor trip
135.1,35.87,27.8,62.73,30.78,24.16,Clear,Low,17,5,68.52,4.859712230215827,0.40235430114848564,0,MEDIUM,Monitor trip
102.51,28.98,19.44,48.24,30.08,30.28,Clear,Medium,1,4,94.65,5.273148148148148,0.32588271891200793,0,MEDIUM,Monitor trip
103.18,32.61,25.87,39.12,35.02,21.86,Cloudy,Medium,20,4,65.59,3.9884035562427522,0.35210004705648645,1,MEDIUM,Monitor trip
147.12,31.81,30.27,46.52,45.68,30.66,Cloudy,Low,8,5,89.24,4.8602576808721505,0.537869036115482,1,HIGH,Increase trip monitoring
23.37,36.08,11.1,42.29,24.95,23.83,Rain,Medium,13,5,76.67,2.1054054054054054,0.4165330761449893,0,MEDIUM,Monitor trip
62.96,19.28,15.93,33.94,38.45,25.17,Rain,Medium,12,2,88.87,3.9522912743251726,0.4248614972447085,1,MEDIUM,Monitor trip
72.7,33.2,18.13,44.21,36.35,24.04,Cloudy,Low,16,1,85.03,4.009928295642582,0.16182522008503694,0,LOW,Normal operation
41.25,18.97,9.9,61.39,24.73,21.8,Clear,Low,13,3,83.78,4.166666666666666,0.14129346893948602,0,LOW,Normal operation
57.94,15.13,12.0,43.65,29.47,21.25,Clear,High,13,3,98.52,4.828333333333333,0.2694619829658583,1,LOW,Normal operation
65.67,38.54,20.64,34.92,29.23,21.2,Clear,Medium,5,3,73.62,3.181686046511628,0.26626844088108037,0,LOW,Normal operation
117.84,26.67,26.44,41.84,32.68,29.06,Cloudy,Medium,12,3,77.17,4.4568835098335855,0.28016995463005706,1,LOW,Normal operation
108.6,28.42,20.27,48.53,33.16,21.7,Cloudy,Low,12,4,64.53,5.3576714356191415,0.24305303279911175,1,LOW,Normal operation
36.37,21.72,10.81,58.64,37.29,19.79,Clear,Low,6,3,88.34,3.3644773358001845,0.12989902017962052,0,LOW,Normal operation
121.85,27.84,22.63,36.78,31.79,22.48,Rain,Low,18,2,81.86,5.384445426425099,0.4230709128062704,0,MEDIUM,Monitor trip
76.53,22.06,18.46,57.44,46.67,18.86,Clear,Low,3,3,76.94,4.145720476706392,0.24956751652593168,1,LOW,Normal operation
23.1,34.36,12.27,41.66,52.81,21.08,Clear,High,10,8,95.42,1.8826405867970661,0.6329961247559642,0,HIGH,Increase trip monitoring
69.92,31.0,15.4,40.14,40.04,25.03,Clear,Medium,5,7,71.45,4.54025974025974,0.2897162237274833,1,LOW,Normal operation
89.76,26.95,20.59,45.14,30.88,23.53,Clear,High,15,2,93.0,4.35939776590578,0.254268687775936,0,LOW,Normal operation
55.68,26.52,14.7,52.08,28.51,20.45,Clear,Low,11,2,82.72,3.7877551020408164,0.09244546487174847,0,LOW,Normal operation
51.82,23.17,16.04,32.64,34.97,21.23,Rain,Medium,1,4,72.35,3.2306733167082298,0.462448477909657,1,MEDIUM,Monitor trip
28.09,37.97,13.95,50.38,29.08,25.66,Cloudy,Low,6,4,82.78,2.013620071684588,0.16757299909639278,0,LOW,Normal operation
148.35,26.26,34.63,20.0,15.0,19.45,Heavy_Rain,High,20,2,91.88,4.28385792665319,0.7698618451637,1,CRITICAL,Critical monitoring - Heavy rain risk
27.69,32.85,12.51,54.64,27.28,24.59,Rain,Low,13,1,72.8,2.2134292565947242,0.22234578989895168,0,LOW,Normal operation
122.75,23.43,24.52,40.88,20.98,23.91,Rain,Low,9,0,78.73,5.0061174551386625,0.5020008119391492,1,HIGH,Increase trip monitoring
109.98,15.58,27.06,25.7,41.52,21.22,Heavy_Rain,Medium,14,3,99.63,4.06430155210643,0.6834468851231592,0,HIGH,Increase trip monitoring
86.54,37.64,24.06,44.3,35.35,21.37,Rain,Low,19,3,86.19,3.5968412302576898,0.24680610917192866,0,LOW,Normal operation
59.4,26.72,14.65,63.47,35.37,28.23,Clear,Low,3,5,80.92,4.054607508532423,0.21304846038372433,0,LOW,Normal operation
96.15,28.94,18.49,43.52,24.85,20.44,Clear,Medium,6,3,81.92,5.200108166576529,0.17930978255287686,0,LOW,Normal operation
84.05,23.55,14.54,42.12,38.86,23.88,Rain,Medium,6,3,85.69,5.78060522696011,0.31022006055299967,1,MEDIUM,Monitor trip
139.32,31.6,28.23,27.28,37.82,23.4,Rain,High,13,1,75.37,4.9351753453772575,0.704854760035804,0,CRITICAL,Critical monitoring - High traffic
56.23,21.49,10.57,42.55,39.03,25.43,Clear,High,2,3,88.01,5.319772942289498,0.30518455101337155,1,MEDIUM,Monitor trip
101.45,15.86,19.77,29.25,42.54,25.94,Rain,Medium,15,4,79.67,5.13151239251391,0.6759692319436329,1,HIGH,Increase trip monitoring
119.55,32.62,31.74,20.0,43.96,30.05,Heavy_Rain,Medium,9,2,81.41,3.7665406427221173,0.7519140299116429,1,CRITICAL,Critical monitoring - Heavy rain risk
23.2,19.67,6.56,59.69,27.65,30.23,Cloudy,Medium,7,1,88.74,3.5365853658536586,0.21560257036397001,0,LOW,Normal operation
111.42,33.43,24.4,58.06,21.63,28.41,Clear,Low,18,2,81.46,4.566393442622951,0.24683760850931027,0,LOW,Normal operation
32.55,19.29,10.1,41.3,37.53,28.53,Heavy_Rain,Low,9,3,81.93,3.2227722772277225,0.26240546717478613,0,LOW,Normal operation
72.67,29.17,16.65,40.71,36.21,24.96,Clear,Medium,11,2,84.55,4.364564564564565,0.19979220049794633,0,LOW,Normal operation
32.42,38.94,13.12,33.01,40.86,29.79,Clear,High,17,1,76.74,2.471036585365854,0.3484898997775259,1,MEDIUM,Monitor trip
28.15,18.54,14.53,32.04,24.43,24.9,Clear,Medium,12,2,85.64,1.9373709566414314,0.3171140671983418,0,MEDIUM,Monitor trip
20.58,39.32,11.2,44.1,38.46,30.85,Cloudy,Low,17,7,76.58,1.8375,0.2115404664918816,0,LOW,Normal operation
47.27,24.24,11.34,37.84,41.13,24.9,Cloudy,High,3,4,75.14,4.1684303350970024,0.4152311444745443,1,MEDIUM,Monitor trip
101.76,35.88,22.95,65.23,30.89,13.46,Clear,Low,12,2,68.44,4.433986928104575,0.16834960421491296,1,LOW,Normal operation
96.11,33.92,19.43,44.03,33.56,18.64,Clear,Medium,11,4,81.02,4.946474523932064,0.19829233874291358,0,LOW,Normal operation
34.4,35.01,15.28,32.95,39.02,14.69,Rain,Low,19,3,73.67,2.25130890052356,0.3529052284279296,1,MEDIUM,Monitor trip
63.54,15.76,16.83,58.74,31.93,16.66,Clear,Low,12,2,69.98,3.775401069518717,0.162509015083708,0,LOW,Normal operation
36.28,36.44,12.03,45.55,21.16,22.34,Clear,Medium,1,2,86.88,3.0157938487115548,0.22761600396980766,0,LOW,Normal operation
20.61,35.51,16.75,22.33,33.39,23.92,Heavy_Rain,Medium,1,2,75.9,1.2304477611940299,0.25767332600940124,1,LOW,Normal operation
119.1,39.75,28.91,56.64,28.76,22.86,Clear,Low,12,2,90.12,4.11968177101349,0.2125737511726818,1,LOW,Normal operation
110.09,27.17,23.95,32.14,41.06,27.2,Clear,High,15,1,88.74,4.5966597077244264,0.5393146646033187,0,HIGH,Increase trip monitoring
63.31,37.91,20.72,28.09,32.36,19.24,Clear,Medium,6,1,88.79,3.0555019305019306,0.36204671242988956,0,MEDIUM,Monitor trip
62.76,18.93,13.62,51.92,18.92,26.12,Cloudy,Low,1,3,83.23,4.607929515418502,0.207648681611742,0,LOW,Normal operation
105.43,37.38,27.27,38.58,31.83,19.83,Rain,Medium,15,2,86.82,3.8661532819948663,0.4625045318821879,1,MEDIUM,Monitor trip
82.82,20.88,17.84,45.11,31.77,15.81,Cloudy,Medium,11,5,88.31,4.6423766816143495,0.29085911070982495,1,LOW,Normal operation
121.02,24.83,23.97,43.7,48.08,26.78,Cloudy,Low,17,2,75.17,5.048811013767209,0.40540725514266723,0,MEDIUM,Monitor trip
36.63,32.69,17.77,27.32,30.6,21.93,Cloudy,High,11,1,75.81,2.0613393359594823,0.4717449249313,0,MEDIUM,Monitor trip
143.75,22.88,29.98,45.03,35.95,23.69,Clear,Medium,3,3,79.82,4.7948632421614406,0.3799290407891419,0,MEDIUM,Monitor trip
125.06,19.4,23.79,41.71,31.72,29.38,Cloudy,Medium,15,1,87.49,5.256830601092896,0.28073863248640624,1,LOW,Normal operation
76.75,26.56,20.61,47.32,42.24,31.7,Rain,Medium,19,4,86.82,3.7239204269771955,0.2935512787011679,0,LOW,Normal operation
70.57,34.81,18.82,55.96,25.56,27.27,Cloudy,Low,15,3,74.07,3.749734325185972,0.1339546984129008,0,LOW,Normal operation
111.84,38.91,25.88,44.43,35.55,28.72,Clear,Medium,12,5,71.61,4.321483771251932,0.44636430217910744,1,MEDIUM,Monitor trip
98.36,26.72,26.16,26.81,33.98,35.5,Rain,Medium,3,1,78.85,3.7599388379204894,0.47326431509908357,1,MEDIUM,Monitor trip
67.94,30.75,19.03,49.57,28.24,22.94,Rain,Low,10,4,82.74,3.5701523909616393,0.24700842339366078,1,LOW,Normal operation
83.51,34.22,21.46,50.37,28.65,22.91,Clear,Low,15,5,75.19,3.891425908667288,0.2409995257413551,0,LOW,Normal operation
116.25,29.99,27.89,51.9,34.98,21.46,Cloudy,Low,20,2,100.0,4.168160631050555,0.20063140864581558,0,LOW,Normal operation
83.74,38.58,24.22,26.98,29.97,25.92,Cloudy,High,11,1,76.57,3.4574731626754747,0.4456023270735379,1,MEDIUM,Monitor trip
55.36,18.48,12.37,38.63,30.36,20.96,Cloudy,Low,9,5,79.51,4.475343573160873,0.31582846193531056,1,MEDIUM,Monitor trip
60.54,18.07,12.75,58.0,24.92,30.2,Clear,Medium,15,2,87.28,4.748235294117647,0.18033638094484075,1,LOW,Normal operation
26.83,38.76,16.19,57.24,42.44,26.86,Clear,Low,8,4,77.83,1.6571957998764668,0.10184225612411636,0,LOW,Normal operation
118.95,29.41,23.11,52.63,32.38,22.56,Clear,Medium,13,3,76.87,5.147122457810472,0.2917208656236384,0,LOW,Normal operation
116.78,31.94,23.67,48.84,34.42,28.71,Clear,Medium,19,2,66.64,4.933671313899451,0.30065951861900314,0,MEDIUM,Monitor trip
29.83,38.4,12.93,44.73,34.07,24.8,Cloudy,High,17,6,67.47,2.3070378963650424,0.4554088654633834,1,MEDIUM,Monitor trip
65.17,33.02,21.19,26.43,33.22,24.55,Rain,High,15,3,79.17,3.0755073147711185,0.5317262468425679,0,HIGH,Increase trip monitoring
85.19,25.03,18.3,44.15,30.24,24.94,Clear,Medium,20,2,79.46,4.655191256830601,0.19830879271724355,0,LOW,Normal operation
88.84,15.18,19.28,36.03,30.1,24.99,Heavy_Rain,Low,10,4,79.06,4.6078838174273855,0.5486913088769283,0,HIGH,Increase trip monitoring
119.13,30.48,24.77,50.45,25.07,27.42,Rain,Low,11,3,87.03,4.809446911586597,0.3399064228912262,1,MEDIUM,Monitor trip
69.56,33.97,19.3,50.24,28.74,27.34,Clear,Low,17,3,88.86,3.604145077720207,0.12699729336500665,0,LOW,Normal operation
43.66,23.36,10.48,59.78,39.77,33.48,Clear,Medium,20,3,84.71,4.166030534351145,0.17611982256040365,1,LOW,Normal operation
48.37,30.47,11.01,46.52,24.33,30.92,Cloudy,High,6,1,81.3,4.393278837420526,0.35194261863048215,1,MEDIUM,Monitor trip
78.03,15.65,17.89,44.65,26.53,28.19,Cloudy,Low,11,2,81.82,4.361654555617664,0.17267770235634222,0,LOW,Normal operation
55.65,19.15,10.75,51.27,40.22,18.5,Clear,High,2,2,92.01,5.176744186046512,0.2694485672925719,0,LOW,Normal operation
83.49,36.96,19.87,38.29,30.71,24.38,Cloudy,Low,20,4,87.04,4.201811776547559,0.2234345612702864,0,LOW,Normal operation
31.59,32.26,17.82,28.55,47.5,21.96,Rain,High,6,4,85.99,1.7727272727272727,0.5883142701146891,1,HIGH,Increase trip monitoring
93.35,18.48,22.64,35.57,50.21,36.22,Rain,Low,5,0,77.94,4.123233215547703,0.3997299332578089,0,MEDIUM,Monitor trip
89.11,33.53,22.16,46.2,40.56,32.99,Clear,Medium,2,1,87.8,4.021209386281589,0.2222441776854229,0,LOW,Normal operation
147.6,35.16,34.96,20.0,25.29,27.53,Heavy_Rain,High,8,3,72.84,4.221967963386727,0.7594871382486053,1,CRITICAL,Critical monitoring - Heavy rain risk
65.66,24.68,16.04,36.23,35.83,27.31,Cloudy,Medium,1,3,88.4,4.093516209476309,0.3337629289562461,0,MEDIUM,Monitor trip
37.71,23.34,15.42,30.86,32.53,29.9,Rain,Medium,2,2,91.32,2.445525291828794,0.4831103461767948,1,MEDIUM,Monitor trip
139.82,15.91,24.16,49.92,24.72,33.28,Cloudy,Low,1,2,74.61,5.787251655629139,0.2778173147106119,0,LOW,Normal operation
20.72,16.36,9.7,49.06,30.18,29.84,Clear,Medium,1,4,81.92,2.136082474226804,0.15361626740608528,0,LOW,Normal operation
