Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay,Fuel_Efficiency_km_per_liter,Loading_Time_Group,Experience_Group
TRIP-00836,TRK-034,DRV-172,2026-01-06,Mine_C,Power_Plant_A,79.83,17.09,19.31,34.25,38.18,26.15,Rain,Medium,17,1,91.34,1,4.134127395132056,30-40 min,13-20 years
TRIP-06556,TRK-013,DRV-071,2026-01-06,Mine_C,Railway_Yard_A,27.52,21.45,11.64,48.9,51.48,24.96,Clear,Medium,19,2,84.48,1,2.3642611683848798,Over 50 min,13-20 years
TRIP-09174,TRK-042,DRV-074,2026-01-06,Mine_A,Railway_Yard_B,137.61,24.49,28.46,48.78,32.14,24.99,Clear,Low,7,4,84.46,1,4.835207308503163,30-40 min,4-7 years
TRIP-01042,TRK-075,DRV-072,2026-01-06,Mine_C,Railway_Yard_A,107.18,26.7,27.15,56.03,31.69,19.9,Clear,Medium,9,0,92.65,0,3.9476979742173115,30-40 min,8-12 years
TRIP-07981,TRK-084,DRV-053,2026-01-06,Mine_B,Railway_Yard_A,124.81,35.25,25.71,54.28,27.75,30.35,Clear,Low,5,2,88.39,0,4.854531310774018,Under 30 min,4-7 years
TRIP-03796,TRK-037,DRV-080,2026-01-06,Mine_B,Power_Plant_B,87.81,35.1,21.32,63.82,55.9,33.06,Clear,Low,18,2,73.94,1,4.1186679174484055,Over 50 min,13-20 years
TRIP-00034,TRK-092,DRV-096,2026-01-06,Mine_A,Power_Plant_B,106.29,31.65,22.51,53.51,27.61,25.37,Clear,Low,4,6,80.41,0,4.721901377165704,Under 30 min,4-7 years
TRIP-06595,TRK-064,DRV-095,2026-01-06,Mine_C,Power_Plant_A,70.05,38.75,19.39,70.0,33.19,28.64,Cloudy,Low,8,3,86.87,0,3.6126869520371323,30-40 min,8-12 years
TRIP-07364,TRK-051,DRV-144,2026-01-06,Mine_C,Power_Plant_A,124.99,36.68,30.68,34.89,48.22,26.66,Heavy_Rain,Low,4,7,84.03,1,4.073989569752282,40-50 min,4-7 years
TRIP-06324,TRK-011,DRV-173,2026-01-06,Mine_D,Power_Plant_B,68.98,24.32,17.01,37.36,27.78,21.83,Rain,Low,4,2,86.96,0,4.055261610817166,Under 30 min,4-7 years
TRIP-00658,TRK-009,DRV-020,2026-01-06,Mine_C,Power_Plant_A,59.25,38.72,17.74,49.79,24.03,21.91,Clear,Low,9,2,68.74,0,3.3399098083427288,Under 30 min,8-12 years
TRIP-03679,TRK-073,DRV-192,2026-01-06,Mine_B,Railway_Yard_B,78.1,30.6,21.67,28.59,42.22,32.27,Heavy_Rain,Low,14,5,70.48,1,3.6040609137055832,40-50 min,13-20 years
TRIP-04902,TRK-036,DRV-192,2026-01-06,Mine_D,Power_Plant_A,96.24,35.48,26.52,37.85,41.77,24.88,Rain,Medium,5,2,83.43,1,3.6289592760180995,40-50 min,4-7 years
TRIP-00653,TRK-087,DRV-178,2026-01-06,Mine_D,Railway_Yard_A,78.95,18.1,20.27,54.2,43.12,23.02,Cloudy,Low,13,2,82.58,0,3.894918598914652,40-50 min,13-20 years
TRIP-09266,TRK-019,DRV-015,2026-01-06,Mine_C,Railway_Yard_A,80.69,32.1,17.34,53.2,19.94,23.47,Cloudy,Low,2,1,87.59,0,4.653402537485582,Under 30 min,1-3 years
TRIP-07160,TRK-013,DRV-166,2026-01-06,Mine_D,Railway_Yard_A,148.74,32.56,32.72,59.26,32.22,28.64,Clear,Low,5,2,67.59,0,4.545843520782396,30-40 min,4-7 years
TRIP-01462,TRK-017,DRV-192,2026-01-06,Mine_C,Railway_Yard_A,122.81,17.47,27.98,37.13,36.67,22.52,Clear,Medium,7,2,82.67,0,4.389206576125805,30-40 min,4-7 years
TRIP-02048,TRK-084,DRV-077,2026-01-07,Mine_B,Power_Plant_B,55.8,20.34,17.33,33.48,27.37,22.85,Cloudy,Medium,20,6,79.09,0,3.2198499711482977,Under 30 min,13-20 years
TRIP-08159,TRK-079,DRV-181,2026-01-07,Mine_C,Railway_Yard_A,78.2,16.43,11.28,52.58,31.67,14.16,Rain,Low,6,5,92.2,0,6.932624113475178,30-40 min,4-7 years
TRIP-04298,TRK-025,DRV-060,2026-01-07,Mine_C,Railway_Yard_A,81.65,22.03,17.47,42.55,26.37,22.93,Cloudy,Low,16,3,88.58,0,4.6737263880938755,Under 30 min,13-20 years
TRIP-01066,TRK-012,DRV-111,2026-01-07,Mine_A,Power_Plant_B,41.56,17.76,8.45,49.82,32.23,27.44,Cloudy,Low,19,4,84.72,0,4.918343195266273,30-40 min,13-20 years
TRIP-06377,TRK-037,DRV-072,2026-01-07,Mine_A,Power_Plant_B,75.57,31.72,18.13,36.58,52.23,23.82,Rain,High,16,8,91.84,1,4.16822945394374,Over 50 min,13-20 years
TRIP-03659,TRK-028,DRV-008,2026-01-07,Mine_C,Power_Plant_A,131.26,37.14,27.64,35.58,28.23,20.24,Rain,Low,12,3,74.17,0,4.748914616497829,Under 30 min,8-12 years
TRIP-08979,TRK-044,DRV-046,2026-01-07,Mine_B,Railway_Yard_A,53.45,32.83,17.53,46.53,29.25,20.77,Clear,Medium,17,5,71.71,0,3.04905875641757,Under 30 min,13-20 years
TRIP-02642,TRK-025,DRV-036,2026-01-07,Mine_D,Railway_Yard_A,127.57,18.09,25.74,48.17,29.62,24.63,Clear,Medium,15,1,80.8,0,4.956099456099456,Under 30 min,13-20 years
TRIP-07658,TRK-057,DRV-167,2026-01-07,Mine_A,Railway_Yard_B,88.07,26.11,19.81,47.57,44.86,21.82,Rain,Low,14,1,74.71,0,4.445734477536598,40-50 min,13-20 years
TRIP-07297,TRK-027,DRV-074,2026-01-07,Mine_D,Railway_Yard_A,108.62,20.4,24.53,47.04,48.44,19.74,Cloudy,High,9,2,80.92,1,4.428047289033836,40-50 min,8-12 years
TRIP-06995,TRK-097,DRV-079,2026-01-07,Mine_B,Power_Plant_B,82.07,20.39,17.82,39.84,48.38,22.72,Clear,Medium,2,2,76.95,0,4.605499438832772,40-50 min,1-3 years
TRIP-05328,TRK-016,DRV-045,2026-01-07,Mine_C,Railway_Yard_A,91.59,34.18,19.79,49.15,42.79,21.88,Clear,Low,13,7,100.0,0,4.628094997473472,40-50 min,13-20 years
TRIP-00123,TRK-005,DRV-083,2026-01-07,Mine_B,Power_Plant_A,70.12,18.01,19.6,46.88,25.69,18.46,Clear,Medium,12,1,80.3,1,3.5775510204081633,Under 30 min,8-12 years
TRIP-02162,TRK-089,DRV-013,2026-01-07,Mine_D,Railway_Yard_B,147.44,18.88,28.16,45.69,37.93,31.71,Clear,Low,7,3,84.36,0,5.235795454545454,30-40 min,4-7 years
TRIP-09713,TRK-086,DRV-137,2026-01-07,Mine_B,Power_Plant_A,85.02,18.8,14.58,38.47,42.68,28.07,Cloudy,Low,1,2,77.62,1,5.831275720164609,40-50 min,1-3 years
TRIP-08463,TRK-039,DRV-071,2026-01-07,Mine_C,Power_Plant_B,29.99,35.74,11.13,54.83,45.41,23.41,Clear,Low,1,3,65.84,0,2.694519317160826,40-50 min,1-3 years
TRIP-06520,TRK-054,DRV-092,2026-01-07,Mine_C,Railway_Yard_A,62.0,27.22,13.75,56.31,44.6,27.0,Clear,Medium,10,2,76.21,0,4.509090909090909,40-50 min,8-12 years
TRIP-09882,TRK-013,DRV-190,2026-01-07,Mine_B,Power_Plant_A,140.26,29.18,30.79,43.43,34.52,20.36,Clear,Medium,3,0,89.39,0,4.55537512179279,30-40 min,1-3 years
TRIP-06517,TRK-088,DRV-174,2026-01-07,Mine_B,Railway_Yard_B,67.94,30.75,19.03,49.57,28.24,22.94,Rain,Low,10,4,82.74,1,3.5701523909616393,Under 30 min,8-12 years
TRIP-00569,TRK-002,DRV-060,2026-01-07,Mine_C,Power_Plant_A,117.47,19.04,22.97,44.92,40.06,25.77,Clear,Low,4,1,69.81,1,5.114061819764911,40-50 min,4-7 years
TRIP-02694,TRK-002,DRV-054,2026-01-07,Mine_A,Power_Plant_B,118.86,20.08,22.99,62.83,36.44,18.23,Cloudy,Low,13,2,75.98,0,5.170073945193563,30-40 min,13-20 years
TRIP-02506,TRK-003,DRV-169,2026-01-07,Mine_B,Power_Plant_A,99.37,19.02,24.04,31.8,33.56,27.85,Rain,High,4,5,91.86,0,4.133527454242929,30-40 min,4-7 years
TRIP-07900,TRK-011,DRV-065,2026-01-07,Mine_A,Railway_Yard_A,81.23,24.06,17.77,42.17,27.46,21.6,Rain,Low,10,1,81.77,0,4.571187394485087,Under 30 min,8-12 years
TRIP-01311,TRK-020,DRV-139,2026-01-07,Mine_A,Railway_Yard_B,123.76,38.39,27.34,43.55,24.35,23.27,Rain,Low,17,0,98.04,0,4.526700804681785,Under 30 min,13-20 years
TRIP-04618,TRK-081,DRV-171,2026-01-07,Mine_A,Railway_Yard_B,121.6,28.03,25.72,50.12,42.88,18.37,Rain,Low,9,4,95.52,0,4.727838258164852,40-50 min,8-12 years
TRIP-02965,TRK-021,DRV-061,2026-01-07,Mine_C,Railway_Yard_A,78.85,36.19,22.46,28.31,42.75,22.7,Rain,High,16,3,89.37,1,3.5106856634016026,40-50 min,13-20 years
TRIP-09127,TRK-057,DRV-051,2026-01-08,Mine_B,Railway_Yard_B,41.6,33.18,13.68,37.24,42.13,25.45,Clear,Medium,3,2,59.4,0,3.04093567251462,40-50 min,1-3 years
TRIP-03791,TRK-006,DRV-112,2026-01-08,Mine_B,Power_Plant_B,30.02,30.5,10.84,40.72,40.9,13.94,Rain,Medium,14,2,78.17,0,2.7693726937269374,40-50 min,13-20 years
TRIP-06796,TRK-095,DRV-013,2026-01-08,Mine_A,Power_Plant_A,69.49,25.86,16.27,41.62,25.86,32.75,Cloudy,Low,12,1,94.42,0,4.2710510141364475,Under 30 min,8-12 years
TRIP-03328,TRK-097,DRV-159,2026-01-08,Mine_B,Railway_Yard_B,146.75,19.61,31.11,48.0,34.96,25.84,Cloudy,Medium,17,0,76.99,1,4.7171327547412405,30-40 min,13-20 years
TRIP-09396,TRK-013,DRV-194,2026-01-08,Mine_D,Railway_Yard_B,34.84,17.23,12.41,21.09,27.1,26.03,Cloudy,High,1,4,94.38,0,2.807413376309428,Under 30 min,1-3 years
TRIP-09920,TRK-022,DRV-004,2026-01-08,Mine_C,Railway_Yard_A,73.39,18.89,17.78,32.73,31.8,29.55,Rain,Medium,4,6,73.6,1,4.127671541057367,30-40 min,4-7 years
TRIP-03944,TRK-057,DRV-081,2026-01-08,Mine_D,Power_Plant_A,84.43,17.09,18.8,43.71,44.25,21.73,Rain,Medium,2,4,72.57,0,4.490957446808511,40-50 min,1-3 years
TRIP-08367,TRK-063,DRV-004,2026-01-08,Mine_B,Railway_Yard_B,76.66,24.18,17.85,36.89,27.6,23.6,Clear,High,3,2,76.14,1,4.294677871148459,Under 30 min,1-3 years
TRIP-01321,TRK-094,DRV-046,2026-01-08,Mine_B,Railway_Yard_B,104.24,21.21,23.86,33.27,35.76,24.23,Rain,Medium,6,1,85.75,0,4.368818105616094,30-40 min,4-7 years
TRIP-02503,TRK-036,DRV-011,2026-01-08,Mine_C,Railway_Yard_B,144.97,39.95,28.62,43.59,34.46,26.7,Heavy_Rain,Low,5,3,89.7,1,5.06533892382949,30-40 min,4-7 years
TRIP-03097,TRK-100,DRV-071,2026-01-08,Mine_C,Power_Plant_A,63.2,39.65,19.49,36.55,19.58,25.32,Rain,High,12,4,86.93,1,3.2426885582349927,Under 30 min,8-12 years
TRIP-00844,TRK-003,DRV-073,2026-01-08,Mine_A,Railway_Yard_A,148.51,34.97,33.29,62.51,36.4,22.93,Rain,Low,1,3,81.06,0,4.461099429258035,30-40 min,1-3 years
TRIP-07560,TRK-027,DRV-090,2026-01-08,Mine_D,Railway_Yard_A,36.86,22.51,9.25,46.99,41.41,21.6,Clear,Medium,12,2,65.23,0,3.984864864864865,40-50 min,8-12 years
TRIP-03539,TRK-051,DRV-019,2026-01-08,Mine_B,Power_Plant_A,43.75,29.12,11.56,56.97,38.25,35.59,Clear,Low,13,2,85.61,0,3.784602076124567,30-40 min,13-20 years
TRIP-01928,TRK-064,DRV-013,2026-01-08,Mine_D,Power_Plant_B,86.71,18.17,17.61,37.15,33.23,23.62,Rain,Medium,2,3,85.68,0,4.923906871095968,30-40 min,1-3 years
TRIP-09981,TRK-086,DRV-104,2026-01-08,Mine_B,Railway_Yard_B,109.54,15.45,24.94,20.0,22.09,29.81,Heavy_Rain,Medium,7,6,69.79,0,4.392141138732959,Under 30 min,4-7 years
TRIP-05639,TRK-092,DRV-145,2026-01-08,Mine_B,Railway_Yard_B,142.24,39.76,30.7,36.97,36.58,29.1,Clear,High,7,2,63.07,0,4.6332247557003265,30-40 min,4-7 years
TRIP-01627,TRK-042,DRV-051,2026-01-08,Mine_A,Power_Plant_A,30.78,23.12,13.96,20.0,46.83,25.09,Rain,High,8,1,100.0,0,2.2048710601719197,40-50 min,8-12 years
TRIP-08665,TRK-035,DRV-181,2026-01-08,Mine_A,Railway_Yard_A,65.61,17.64,17.0,49.64,40.48,25.35,Cloudy,Low,18,6,85.75,0,3.8594117647058823,40-50 min,13-20 years
TRIP-06540,TRK-003,DRV-142,2026-01-08,Mine_D,Railway_Yard_B,130.37,34.26,31.4,20.0,24.67,28.78,Rain,High,13,5,75.82,1,4.151910828025478,Under 30 min,13-20 years
TRIP-09562,TRK-058,DRV-026,2026-01-08,Mine_B,Railway_Yard_A,56.68,18.88,14.41,33.62,38.92,21.65,Rain,High,5,8,78.06,0,3.9333795975017347,30-40 min,4-7 years
TRIP-02261,TRK-043,DRV-160,2026-01-08,Mine_A,Power_Plant_B,94.28,18.37,21.92,63.32,23.86,32.47,Clear,Low,19,2,80.44,0,4.3010948905109485,Under 30 min,13-20 years
TRIP-02623,TRK-080,DRV-066,2026-01-08,Mine_C,Railway_Yard_A,61.03,34.68,21.16,20.0,26.71,30.43,Rain,High,3,1,76.75,1,2.8842155009451798,Under 30 min,1-3 years
TRIP-04162,TRK-056,DRV-099,2026-01-09,Mine_B,Railway_Yard_A,54.71,19.11,15.93,49.62,39.71,20.01,Cloudy,Low,11,5,90.7,0,3.4344005021971125,30-40 min,8-12 years
TRIP-00173,TRK-059,DRV-199,2026-01-09,Mine_B,Railway_Yard_B,120.44,25.09,25.68,47.66,35.52,29.02,Clear,Medium,16,1,78.51,1,4.690031152647975,30-40 min,13-20 years
TRIP-07833,TRK-048,DRV-023,2026-01-09,Mine_B,Power_Plant_B,83.38,36.41,18.24,38.92,30.18,22.71,Cloudy,High,17,2,89.29,1,4.571271929824562,30-40 min,13-20 years
TRIP-01333,TRK-030,DRV-060,2026-01-09,Mine_B,Power_Plant_A,23.61,28.69,11.94,65.4,37.63,25.93,Clear,Low,18,0,83.09,0,1.9773869346733668,30-40 min,13-20 years
TRIP-03950,TRK-026,DRV-089,2026-01-09,Mine_B,Power_Plant_B,140.76,17.01,25.03,55.41,40.6,26.73,Clear,Low,13,5,71.23,0,5.62365161805833,40-50 min,13-20 years
TRIP-07368,TRK-042,DRV-057,2026-01-09,Mine_D,Railway_Yard_A,51.76,37.71,17.54,59.39,34.07,24.58,Clear,Low,18,3,73.51,0,2.95096921322691,30-40 min,13-20 years
TRIP-05266,TRK-100,DRV-195,2026-01-09,Mine_B,Power_Plant_A,28.97,18.54,10.1,51.85,45.91,27.75,Heavy_Rain,Low,4,0,86.72,0,2.868316831683168,40-50 min,4-7 years
TRIP-01389,TRK-037,DRV-064,2026-01-09,Mine_B,Railway_Yard_A,20.18,19.09,6.5,52.42,47.32,31.44,Clear,Low,10,2,77.43,0,3.1046153846153848,40-50 min,8-12 years
TRIP-04270,TRK-029,DRV-193,2026-01-09,Mine_B,Railway_Yard_B,46.04,16.45,12.7,26.18,32.49,21.88,Rain,Medium,10,1,100.0,0,3.625196850393701,30-40 min,8-12 years
TRIP-00682,TRK-045,DRV-001,2026-01-09,Mine_B,Power_Plant_B,144.75,23.67,30.87,37.92,28.05,16.17,Heavy_Rain,Low,13,2,95.6,1,4.689018464528669,Under 30 min,13-20 years
TRIP-09238,TRK-014,DRV-163,2026-01-09,Mine_C,Railway_Yard_A,105.15,24.28,24.82,25.34,33.25,28.86,Rain,High,1,4,90.44,0,4.236502820306205,30-40 min,1-3 years
TRIP-03521,TRK-065,DRV-044,2026-01-09,Mine_B,Railway_Yard_A,68.53,17.56,14.87,43.24,43.0,28.69,Clear,Low,8,2,80.83,0,4.608607935440484,40-50 min,8-12 years
TRIP-08767,TRK-072,DRV-198,2026-01-09,Mine_A,Power_Plant_B,73.57,23.58,18.96,53.12,34.97,31.19,Cloudy,Low,19,3,71.94,0,3.880274261603375,30-40 min,13-20 years
TRIP-09461,TRK-029,DRV-059,2026-01-09,Mine_D,Power_Plant_B,127.6,33.62,27.08,52.08,42.58,33.25,Clear,Medium,5,0,79.16,0,4.711964549483014,40-50 min,4-7 years
TRIP-03745,TRK-068,DRV-102,2026-01-09,Mine_C,Railway_Yard_A,36.22,22.02,14.81,39.8,39.16,26.27,Rain,Low,16,1,75.1,0,2.4456448345712354,30-40 min,13-20 years
TRIP-08627,TRK-039,DRV-188,2026-01-09,Mine_B,Power_Plant_B,56.36,17.41,11.27,51.72,31.7,23.76,Cloudy,Medium,4,5,89.72,0,5.000887311446318,30-40 min,4-7 years
TRIP-02818,TRK-001,DRV-060,2026-01-09,Mine_C,Railway_Yard_B,94.21,34.49,22.3,48.9,37.43,22.84,Cloudy,Medium,9,2,100.0,0,4.224663677130044,30-40 min,8-12 years
TRIP-01539,TRK-012,DRV-085,2026-01-09,Mine_D,Power_Plant_B,142.27,34.52,32.29,45.43,40.41,17.85,Cloudy,Medium,10,2,75.39,0,4.4060080520284925,40-50 min,8-12 years
TRIP-06682,TRK-034,DRV-122,2026-01-09,Mine_B,Railway_Yard_A,70.63,23.43,18.7,42.41,44.1,30.87,Cloudy,Medium,7,1,81.22,0,3.7770053475935828,40-50 min,4-7 years
TRIP-08820,TRK-023,DRV-038,2026-01-10,Mine_D,Railway_Yard_A,56.63,26.29,15.92,46.55,38.69,25.55,Heavy_Rain,Low,13,3,78.31,0,3.557160804020101,30-40 min,13-20 years
TRIP-06579,TRK-039,DRV-030,2026-01-10,Mine_C,Power_Plant_A,56.29,30.33,16.8,51.94,37.79,26.78,Clear,Low,9,4,84.18,0,3.350595238095238,30-40 min,8-12 years
TRIP-01112,TRK-076,DRV-065,2026-01-10,Mine_A,Power_Plant_A,89.75,30.62,25.14,24.35,45.93,26.7,Clear,High,18,8,78.99,0,3.570007955449483,40-50 min,13-20 years
TRIP-04230,TRK-053,DRV-095,2026-01-10,Mine_B,Railway_Yard_B,48.21,31.63,15.94,54.06,29.89,23.0,Clear,Medium,11,5,77.59,0,3.0244667503136764,Under 30 min,8-12 years
TRIP-01786,TRK-059,DRV-112,2026-01-10,Mine_D,Power_Plant_A,80.37,15.27,18.91,39.59,49.61,25.98,Rain,Low,17,3,86.7,1,4.250132205182443,40-50 min,13-20 years
TRIP-05346,TRK-100,DRV-196,2026-01-10,Mine_A,Power_Plant_A,36.94,19.42,9.84,38.18,38.53,37.71,Rain,Medium,8,4,87.3,0,3.7540650406504064,30-40 min,8-12 years
TRIP-03010,TRK-020,DRV-067,2026-01-10,Mine_A,Railway_Yard_B,94.7,15.21,19.96,45.2,40.9,24.76,Cloudy,High,4,1,74.92,0,4.744488977955911,40-50 min,4-7 years
TRIP-04048,TRK-079,DRV-096,2026-01-10,Mine_B,Power_Plant_A,135.98,31.69,26.18,36.95,33.38,34.6,Cloudy,High,15,3,88.86,0,5.194041252864782,30-40 min,13-20 years
TRIP-09291,TRK-024,DRV-079,2026-01-10,Mine_B,Power_Plant_B,78.84,29.55,20.27,64.99,39.82,18.47,Clear,Low,15,3,76.19,0,3.8894918598914656,30-40 min,13-20 years
TRIP-07876,TRK-042,DRV-003,2026-01-10,Mine_C,Power_Plant_A,42.36,29.65,15.33,44.37,41.07,28.32,Rain,Medium,4,2,78.83,1,2.7632093933463797,40-50 min,4-7 years
TRIP-07269,TRK-063,DRV-030,2026-01-10,Mine_A,Power_Plant_A,33.12,30.97,11.56,49.27,31.97,15.05,Cloudy,Low,5,4,81.41,0,2.8650519031141863,30-40 min,4-7 years
TRIP-03605,TRK-037,DRV-185,2026-01-10,Mine_C,Power_Plant_B,45.13,20.1,12.27,40.53,40.18,29.29,Cloudy,Medium,1,6,96.78,0,3.6780766096169524,40-50 min,1-3 years
TRIP-07912,TRK-085,DRV-039,2026-01-10,Mine_D,Power_Plant_B,41.35,26.11,13.47,36.49,35.52,30.04,Rain,Medium,8,2,83.1,0,3.0697847067557533,30-40 min,8-12 years
TRIP-03376,TRK-022,DRV-093,2026-01-10,Mine_B,Railway_Yard_A,77.52,31.03,23.58,25.98,34.65,17.78,Heavy_Rain,Medium,14,2,80.42,1,3.287531806615776,30-40 min,13-20 years
TRIP-04763,TRK-049,DRV-057,2026-01-10,Mine_D,Power_Plant_B,84.27,24.72,20.83,43.76,40.8,31.95,Cloudy,Medium,12,7,57.11,0,4.045607297167547,40-50 min,8-12 years
TRIP-08254,TRK-044,DRV-058,2026-01-10,Mine_A,Railway_Yard_A,25.14,17.01,10.53,52.45,43.11,28.39,Clear,Medium,7,7,67.42,0,2.3874643874643877,40-50 min,4-7 years
TRIP-03249,TRK-028,DRV-187,2026-01-10,Mine_A,Railway_Yard_B,106.87,39.06,26.8,54.73,28.89,17.81,Clear,Low,4,2,79.06,0,3.9876865671641792,Under 30 min,4-7 years
TRIP-02269,TRK-076,DRV-131,2026-01-10,Mine_B,Railway_Yard_A,102.73,17.42,20.41,57.82,33.65,28.96,Cloudy,Low,8,1,76.44,0,5.033317001469868,30-40 min,8-12 years
TRIP-00664,TRK-013,DRV-100,2026-01-10,Mine_C,Railway_Yard_B,132.51,39.96,29.98,34.46,29.52,22.54,Rain,Medium,9,2,74.54,1,4.419946631087392,Under 30 min,8-12 years
TRIP-00212,TRK-088,DRV-107,2026-01-10,Mine_A,Railway_Yard_A,149.89,30.69,33.22,44.28,31.5,27.58,Rain,Low,1,2,78.75,1,4.512040939193257,30-40 min,1-3 years
TRIP-06320,TRK-039,DRV-004,2026-01-10,Mine_B,Railway_Yard_A,140.6,26.6,29.46,47.28,35.26,28.63,Cloudy,Low,8,3,77.84,0,4.772572980312288,30-40 min,8-12 years
TRIP-09447,TRK-024,DRV-051,2026-01-10,Mine_A,Railway_Yard_A,83.18,27.26,17.48,51.26,27.99,26.12,Cloudy,Low,9,2,100.0,0,4.758581235697941,Under 30 min,8-12 years
TRIP-09681,TRK-094,DRV-065,2026-01-10,Mine_D,Power_Plant_A,59.1,22.29,15.61,38.7,31.93,22.02,Clear,High,2,3,86.61,0,3.7860345932094814,30-40 min,1-3 years
TRIP-01222,TRK-047,DRV-184,2026-01-10,Mine_D,Power_Plant_A,86.37,17.32,22.94,27.79,24.78,22.21,Heavy_Rain,Medium,3,5,92.49,1,3.7650392327811684,Under 30 min,1-3 years
TRIP-07551,TRK-045,DRV-149,2026-01-10,Mine_B,Power_Plant_A,109.35,38.86,21.98,48.48,49.65,18.3,Clear,High,5,4,78.62,0,4.9749772520473154,40-50 min,4-7 years
TRIP-01594,TRK-039,DRV-054,2026-01-10,Mine_A,Railway_Yard_B,67.65,21.92,13.77,48.62,26.93,26.78,Clear,Low,19,1,80.48,0,4.91285403050109,Under 30 min,13-20 years
TRIP-00774,TRK-092,DRV-074,2026-01-10,Mine_A,Power_Plant_B,123.15,21.6,24.16,44.65,32.84,19.66,Rain,Medium,3,3,91.54,0,5.09726821192053,30-40 min,1-3 years
TRIP-06044,TRK-037,DRV-041,2026-01-10,Mine_C,Railway_Yard_A,21.22,15.06,9.02,25.29,41.91,28.3,Heavy_Rain,High,11,2,80.11,0,2.352549889135255,40-50 min,8-12 years
TRIP-09483,TRK-023,DRV-132,2026-01-10,Mine_B,Railway_Yard_B,49.07,18.01,11.91,45.54,48.02,26.35,Clear,Low,11,4,90.55,1,4.1200671704450045,40-50 min,8-12 years
TRIP-04154,TRK-031,DRV-081,2026-01-10,Mine_B,Railway_Yard_A,61.01,35.89,19.19,46.08,30.97,22.51,Clear,Low,14,5,82.36,0,3.1792600312662844,30-40 min,13-20 years
TRIP-09798,TRK-048,DRV-042,2026-01-10,Mine_B,Railway_Yard_A,39.96,16.27,11.25,52.79,32.18,29.96,Clear,Low,20,4,73.08,0,3.552,30-40 min,13-20 years
TRIP-05452,TRK-054,DRV-194,2026-01-11,Mine_C,Power_Plant_B,55.26,34.03,19.36,31.26,46.16,25.68,Heavy_Rain,Medium,18,3,86.77,0,2.854338842975207,40-50 min,13-20 years
TRIP-06592,TRK-098,DRV-098,2026-01-11,Mine_C,Railway_Yard_A,77.98,18.87,18.02,50.77,37.25,22.84,Clear,Medium,1,0,84.29,0,4.327413984461709,30-40 min,1-3 years
TRIP-07407,TRK-013,DRV-073,2026-01-11,Mine_A,Railway_Yard_A,20.47,19.25,10.22,28.09,29.71,32.89,Rain,Medium,20,3,73.47,0,2.00293542074364,Under 30 min,13-20 years
TRIP-07089,TRK-030,DRV-031,2026-01-11,Mine_D,Railway_Yard_B,100.75,28.83,22.85,42.76,31.24,19.31,Clear,Medium,17,4,86.3,0,4.409190371991247,30-40 min,13-20 years
TRIP-01618,TRK-025,DRV-044,2026-01-11,Mine_A,Railway_Yard_A,33.58,33.06,13.82,64.39,27.76,24.75,Cloudy,Low,13,2,95.57,0,2.4298118668596236,Under 30 min,13-20 years
TRIP-06963,TRK-080,DRV-015,2026-01-11,Mine_B,Railway_Yard_A,100.24,26.92,23.12,64.73,28.33,25.82,Clear,Low,14,2,72.96,0,4.335640138408304,Under 30 min,13-20 years
TRIP-04299,TRK-010,DRV-106,2026-01-11,Mine_C,Power_Plant_B,96.18,21.75,19.1,42.29,31.31,19.65,Clear,Low,1,8,78.73,0,5.035602094240837,30-40 min,1-3 years
TRIP-04780,TRK-043,DRV-078,2026-01-11,Mine_A,Railway_Yard_A,89.41,16.37,20.76,30.74,23.0,22.69,Rain,Medium,12,2,72.92,1,4.30684007707129,Under 30 min,8-12 years
TRIP-02328,TRK-033,DRV-110,2026-01-11,Mine_B,Railway_Yard_A,107.73,25.51,22.47,67.28,47.54,30.19,Clear,Low,18,4,72.15,0,4.794392523364486,40-50 min,13-20 years
TRIP-09101,TRK-061,DRV-072,2026-01-11,Mine_C,Railway_Yard_A,100.19,34.52,21.22,62.99,27.58,26.89,Clear,Low,14,3,82.91,0,4.721489161168709,Under 30 min,13-20 years
TRIP-04189,TRK-049,DRV-012,2026-01-11,Mine_B,Railway_Yard_B,123.47,39.08,30.32,48.01,37.74,24.0,Clear,Low,7,4,77.5,0,4.072229551451187,30-40 min,4-7 years
TRIP-09571,TRK-037,DRV-020,2026-01-11,Mine_B,Railway_Yard_A,117.77,22.1,27.66,33.82,31.97,24.85,Rain,Low,17,1,80.35,0,4.257772957339117,30-40 min,13-20 years
TRIP-06166,TRK-064,DRV-146,2026-01-11,Mine_A,Railway_Yard_B,40.74,25.16,12.4,49.42,28.07,19.26,Rain,Low,5,3,78.29,1,3.285483870967742,Under 30 min,4-7 years
TRIP-06254,TRK-045,DRV-140,2026-01-11,Mine_C,Power_Plant_B,116.16,17.27,27.7,43.52,42.36,35.35,Clear,Low,15,4,80.43,0,4.193501805054152,40-50 min,13-20 years
TRIP-07475,TRK-065,DRV-081,2026-01-11,Mine_C,Power_Plant_B,118.05,38.59,27.82,54.23,33.91,17.67,Clear,Low,16,4,91.16,1,4.243350107836089,30-40 min,13-20 years
